t,name,C,q,a,F,H,lawfulness,record_intensity,fidelity,digital_record,P_ref,P,K,O,benefit,cost,net,dF,dq,dC,dH
106,World/coercive panoptic regime,0.0,0.8077701869336605,0.7,0.0,3.444846569012477,0.18,0.86,0.66,37.395414348462836,0.160812332008546,0.08778301420256959,0.05551642375642976,0.0,0.00019852006938214206,0.0900247955127925,-0.08982627544341035,-0.05138800364804896,0.002312460164162203,-0.021156,0.028122919970264795
107,World/coercive panoptic regime,0.0,0.8100859307049745,0.7,0.0,3.4729713284046424,0.18,0.86,0.66,37.5890602049782,0.160812332008546,0.08711602400467124,0.05431616411855569,0.0,0.00019422808494826092,0.09013445803407,-0.08994022994912174,-0.05146097269586432,0.002315743771313894,-0.021156,0.028124759392165032
108,World/coercive panoptic regime,0.0,0.8124049570107928,0.7,0.0,3.501097916357554,0.18,0.86,0.66,37.78076960292842,0.160812332008546,0.08645751185711273,0.053122991600971475,0.0,0.00018996144320608188,0.09024388005640391,-0.09005391861319782,-0.05153391790707485,0.002319026305818368,-0.021156,0.028126587952911678
109,World/coercive panoptic regime,0.0,0.8147272648998427,0.7,0.0,3.5292263222351363,0.18,0.86,0.66,37.970561906899135,0.160812332008546,0.08580732001821803,0.05193675933604627,0.0,0.00018571961897458116,0.09035306876692983,-0.09016734914795525,-0.0516068419788847,0.0023223078890498117,-0.021156,0.02812840587758232
110,World/coercive panoptic regime,0.0,0.8170528535394888,0.7,0.0,3.557356535620892,0.18,0.86,0.66,38.15845628783014,0.160812332008546,0.08516529462567472,0.050757324044337304,0.0,0.00018150209990366487,0.09046203118227997,-0.0902805290823763,-0.05167974754769012,0.0023255886396460553,-0.021156,0.02813021338575557
111,World/coercive panoptic regime,0.0,0.8193817222130827,0.7,0.0,3.5854885463125714,0.18,0.86,0.66,38.34447172495184,0.160812332008546,0.08453128557810657,0.0495845459248091,0.0,0.00017730838608160637,0.0905707741538351,-0.09039346576775349,-0.05175263719097529,0.0023288686735938877,-0.021156,0.028132010691679313
112,World/coercive panoptic regime,0.0,0.821713870317394,0.7,0.0,3.613622344317004,0.18,0.86,0.66,38.52862700770232,0.160812332008546,0.08390514642095537,0.048418288549050864,0.0,0.00017313798965678,0.0906793043727851,-0.09050616638312832,-0.05182551342913892,0.0023321481043112515,-0.021156,0.02813379800443281
113,World/coercive panoptic regime,0.0,0.8240492973601204,0.7,0.0,3.641757919845087,0.18,0.86,0.66,38.71094073762529,0.160812332008546,0.08328673423649026,0.04725841875932338,0.0,0.00016899043447308928,0.09078762837500581,-0.09061863794053272,-0.05189837872725434,0.0023354270427264454,-0.021156,0.028135575528082962
114,World/coercive panoptic regime,0.0,0.8263880029574749,0.7,0.0,3.669895263306922,0.18,0.86,0.66,38.89143133024904,0.160812332008546,0.08267590953777151,0.04610480657027452,0.0,0.00016486525571851325,0.09089575254576024,-0.09073088729004172,-0.05197123549676593,0.0023387055973544666,-0.021156,0.028137343461834923
115,World/coercive panoptic regime,0.0,0.8287299868318455,0.7,0.0,3.6980343653070995,0.18,0.86,0.66,39.07011701694655,0.160812332008546,0.08207253616640418,0.04495732507417108,0.0,0.00016076199958622688,0.09100368312423124,-0.09084292112464501,-0.05204408609712474,0.0023419838743706134,-0.021156,0.028139102000177333
116,World/coercive panoptic regime,0.0,0.831075248809527,0.7,0.0,3.726175216640122,0.18,0.86,0.66,39.24701584677708,0.160812332008546,0.08147648119392407,0.043815850349499724,0.0,0.00015668022294776908,0.09111142620789298,-0.09095474598494521,-0.052116932837365626,0.002345261977681453,-0.021156,0.028140851333022385
117,World/coercive panoptic regime,0.0,0.8334237888185203,0.7,0.0,3.754317808285963,0.18,0.86,0.66,39.42214568830931,0.160812332008546,0.08088761482666748,0.04268026137280023,0.0,0.0001526194930377689,0.09121898775672722,-0.09106636826368945,-0.05218977797762828,0.0023485400089932724,-0.021156,0.028142591645840955
118,World/coercive panoptic regime,0.0,0.8357756068863984,0.7,0.0,3.782462131405756,0.18,0.86,0.66,39.59552423142621,0.160812332008546,0.08030581031398064,0.041550439933596806,0.0,0.00014857938714975014,0.09132637359729157,-0.09117779421014181,-0.05226262373062473,0.0023518180678781127,-0.021156,0.028144323119792966
119,World/coercive panoptic regime,0.0,0.8381307031382359,0.7,0.0,3.810608177337609,0.18,0.86,0.66,39.767168989111944,0.160812332008546,0.0797309438596343,0.04042627055230197,0.0,0.00014455949234256556,0.09143358942664515,-0.09128902993430257,-0.05233547226305532,0.0023550962518374893,-0.021156,0.028146045931853186
120,World/coercive panoptic regime,0.0,0.8404890777945998,0.7,0.0,3.8387559375925413,0.18,0.86,0.66,39.937097299220824,0.160812332008546,0.07916289453631288,0.039307640400972926,0.0,0.00014055940515703106,0.09154064081613766,-0.09140008141098063,-0.05240832569697512,0.0023583746563638802,-0.021156,0.0281477602549327
121,World/coercive panoptic regime,0.0,0.8428507311695999,0.7,0.0,3.8669054038505375,0.18,0.86,0.66,40.105326326228614,0.160812332008546,0.07860154420305461,0.03819443922680496,0.0,0.00013657873134234732,0.09164753321506759,-0.09151095448372525,-0.05248118611111322,0.002361653375000095,-0.021156,0.028149466257996136
122,World/coercive panoptic regime,0.0,0.8452156636689965,0.7,0.0,3.895056567956712,0.18,0.86,0.66,40.27187306296633,0.160812332008546,0.07804677742552495,0.03708655927825277,0.0,0.00013261708559191853,0.09175427195421418,-0.09162165486862225,-0.05255405554214623,0.0023649324993965802,-0.021156,0.02815116410617489
123,World/coercive panoptic regime,0.0,0.8475838757883633,0.7,0.0,3.923209421917589,0.18,0.86,0.66,40.43675433233666,0.160812332008546,0.07749848139901018,0.03598389523367457,0.0,0.0001286740912881922,0.09186086224924903,-0.09173218815796083,-0.05262693598592835,0.0023682121193667758,-0.021156,0.028152853960876488
124,World/coercive panoptic regime,0.0,0.8499553681113038,0.7,0.0,3.951363957897479,0.18,0.86,0.66,40.59998678901329,0.160812332008546,0.07695654587402348,0.034886344132399494,0.0,0.0001247493802561647,0.0919673092040314,-0.09184255982377523,-0.05269982939867934,0.0023714923229405703,-0.021156,0.028154535979890215
125,World/coercive panoptic regime,0.0,0.8523301413077198,0.7,0.0,3.979520168214968,0.18,0.86,0.66,40.76158692112316,0.160812332008546,0.07642086308442143,0.03379380530812312,0.0,0.0001208425925252113,0.09207361781379217,-0.09195277522126696,-0.05277273769813228,0.0023747731964159527,-0.021156,0.028156210317489196
126,World/coercive panoptic regime,0.0,0.8547081961321287,0.7,0.0,4.007678045339497,0.18,0.86,0.66,40.921571051911926,0.160812332008546,0.0758913276779316,0.03270618032453901,0.0,0.00011695337609891256,0.09217979296821069,-0.09206283959211177,-0.052845662764642656,0.0023780548244089193,-0.021156,0.028157877124529038
127,World/coercive panoptic regime,0.0,0.8570895334220304,0.7,0.0,4.03583758188804,0.18,0.86,0.66,41.079955341392804,0.160812332008546,0.07536783664899849,0.03162337291312034,0.0,0.00011308138673256876,0.09228583945438878,-0.09217275806765622,-0.052918606442260194,0.002381337289901709,-0.021156,0.028159536548543185
128,World/coercive panoptic regime,0.0,0.8594741540963199,0.7,0.0,4.0639987706218745,0.18,0.86,0.66,41.23675578797887,0.160812332008546,0.07485028927385752,0.030545288912967677,0.0,0.00010922628771810286,0.09239176195972582,-0.09228253567200771,-0.05299157053976505,0.002384620674289427,-0.021156,0.0281611887338351
129,World/coercive panoptic regime,0.0,0.861862059153745,0.7,0.0,4.092161604443442,0.18,0.86,0.66,41.39198823009908,0.160812332008546,0.07433858704775145,0.029471836212643487,0.0,0.00010538774967606759,0.09249756507469865,-0.09239217732502258,-0.05306455683166951,0.0023879050574251276,-0.021156,0.0281628338215674
130,World/coercive panoptic regime,0.0,0.8642532496714085,0.7,0.0,4.12032607639329,0.18,0.86,0.66,41.54566834779809,0.160812332008546,0.0738326336242074,0.028402924693917392,0.0,0.00010156545035448532,0.09260325329555022,-0.09250168784519573,-0.05313756705918689,0.00239119051766341,-0.021156,0.02816447194984808
131,World/coercive panoptic regime,0.0,0.866647726803311,0.7,0.0,4.148492179647104,0.18,0.86,0.66,41.697811664320106,0.160812332008546,0.07333233475629575,0.027338466177349224,0.0,9.775907443425955e-05,0.09270883102689012,-0.09261107195245587,-0.053210602931168395,0.0023944771319025777,-0.021156,0.028166103253813888
132,World/coercive panoptic regime,0.0,0.8690454917789364,0.7,0.0,4.176659907512815,0.18,0.86,0.66,41.848433547676905,0.160812332008546,0.07283759823979641,0.026278374369640645,0.0,9.396831334091058e-05,0.09281430258421051,-0.0927203342708696,-0.05328366612500962,0.002397764975625433,-0.021156,0.028167727865711038
133,World/coercive panoptic regime,0.0,0.8714465459018752,0.7,0.0,4.204829253427788,0.18,0.86,0.66,41.997549212200134,0.160812332008546,0.07234833385819986,0.025222564812687892,0.0,9.019286506239438e-05,0.09291967219632079,-0.09282947933125839,-0.0533567582875276,0.002401054122938742,-0.021156,0.02816934591497326
134,World/coercive panoptic regime,0.0,0.8738508905484866,0.7,0.0,4.233000210956086,0.18,0.86,0.66,42.145173720078134,0.160812332008546,0.071864453329475,0.024170954834272756,0.0,8.643243397277926e-05,0.09302494400770366,-0.09293851157373087,-0.05342988103580955,0.0024043446466114294,-0.021156,0.02817095752829738
135,World/coercive panoptic regime,0.0,0.8762585271665981,0.7,0.0,4.261172773785803,0.18,0.86,0.66,42.29132198287735,0.160812332008546,0.07138587025453763,0.02312346350033037,0.0,8.268673066156137e-05,0.09313012208079598,-0.09304743535013442,-0.05350303595803436,0.002407636618111546,-0.021156,0.028172562829716474
136,World/coercive panoptic regime,0.0,0.8786694572742402,0.7,0.0,4.289346935726473,0.18,0.86,0.66,42.43600876304858,0.160812332008546,0.07091250006735648,0.02208001156873507,0.0,7.895547176840836e-05,0.09323521039819688,-0.09315625492642847,-0.05357622461426792,0.0024109301076420562,-0.021156,0.028174161940670683
137,World/coercive panoptic regime,0.0,0.8810836824584156,0.7,0.0,4.317522690706549,0.18,0.86,0.66,42.579248675418086,0.160812332008546,0.07044425998663663,0.02104052144454857,0.0,7.523837982313235e-05,0.0933402128648059,-0.09326497448498276,-0.05364944853723319,0.0024142251841754933,-0.021156,0.028175754980075803
138,World/coercive panoptic regime,0.0,0.8835012043739031,0.7,0.0,4.345700032770939,0.18,0.86,0.66,42.7210561886639,0.160812332008546,0.06998106896902226,0.02000491713667696,0.0,7.153518309070041e-05,0.09344513330989378,-0.09337359812680307,-0.05372270923305593,0.0024175219154875167,-0.021156,0.0281773420643897
139,World/coercive panoptic regime,0.0,0.8859220247420926,0.7,0.0,4.373878956078616,0.18,0.86,0.66,42.86144562677726,0.160812332008546,0.06952284766376358,0.018973124215884735,0.0,6.784561542109791e-05,0.09354997548910843,-0.09348212987368733,-0.053796008181987015,0.0024208203681894158,-0.021156,0.028178923307676674
140,World/coercive panoptic regime,0.0,0.8883461453498522,0.7,0.0,4.402059454900286,0.18,0.86,0.66,43.000431170509486,0.160812332008546,0.06906951836879453,0.017945069774116806,0.0,6.416941610386881e-05,0.09365474308641819,-0.09359057367031433,-0.053869346839102245,0.002424120607759601,-0.021156,0.028180498821669772
141,World/coercive panoptic regime,0.0,0.8907735680484263,0.7,0.0,4.430241523616117,0.18,0.86,0.66,43.13802685880439,0.160812332008546,0.06862100498817045,0.016920682385081015,0.0,6.05063297271635e-05,0.0937594397159949,-0.09369893338626774,-0.05394272663498028,0.0024274226985741124,-0.021156,0.028182068715831215
142,World/coercive panoptic regime,0.0,0.8932042947523625,0.7,0.0,4.4584251567135285,0.18,0.86,0.66,43.27424659021634,0.160812332008546,0.06817723299081681,0.01589989206604614,0.0,5.685610604113307e-05,0.09386406892403892,-0.0938072128179978,-0.05401614897635979,0.0024307267039361904,-0.021156,0.028183633097410943
143,World/coercive panoptic regime,0.0,0.8956383274384675,0.7,0.0,4.486610348785032,0.18,0.86,0.66,43.409104124314176,0.160812332008546,0.06773812937054227,0.014882630240811628,0.0,5.321849982551349e-05,0.09396863419054793,-0.09391541569072243,-0.054089615246776246,0.002434032686104931,-0.021156,0.028185192071503353
144,World/coercive panoptic regime,0.0,0.8980756681447906,0.7,0.0,4.514797094526134,0.18,0.86,0.66,43.54261308307103,0.160812332008546,0.06730362260727091,0.013868829703807345,0.0,4.959327076125061e-05,0.09407313893103189,-0.09402354566027064,-0.0541631268071793,0.0024373407063230687,-0.021156,0.02818674574110232
145,World/coercive panoptic regime,0.0,0.9005163189696345,0.7,0.0,4.542985388733289,0.18,0.86,0.66,43.67478695224032,0.160812332008546,0.06687364262945071,0.012858424585283912,0.0,4.598018330602503e-05,0.09417758649817579,-0.09413160631486976,-0.05423668499653138,0.002440650824843912,-0.021156,0.02818829420715456
146,World/coercive panoptic regime,0.0,0.902960282070592,0.7,0.0,4.5711752263019,0.18,0.86,0.66,43.80563908271791,0.160812332008546,0.0664481207775967,0.011851350317554188,0.0,4.237900657353567e-05,0.09428198018345206,-0.09423960117687852,-0.0543102911323881,0.002443963100957464,-0.021156,0.02818983756861134
147,World/coercive panoptic regime,0.0,0.9054075596636078,0.7,0.0,4.599366602224379,0.18,0.86,0.66,43.93518269189073,0.160812332008546,0.06602698976892915,0.010847543602249876,0.0,3.878951421641329e-05,0.09438632321868472,-0.0943475337044683,-0.054383946511461306,0.0024472775930157588,-0.021156,0.02819137592247868
148,World/coercive panoptic regime,0.0,0.9078581540220652,0.7,0.0,4.627559511588244,0.18,0.86,0.66,44.06343086497182,0.160812332008546,0.06561018366306863,0.00984694237855771,0.0,3.521148431263694e-05,0.09449061877756638,-0.09445540729325375,-0.054457652410165126,0.002450594358457431,-0.021156,0.028192909363866012
149,World/coercive panoptic regime,0.0,0.9103120674758968,0.7,0.0,4.655753949574278,0.18,0.86,0.66,44.1903965563221,0.160812332008546,0.06519763782875115,0.008849485792400802,0.0,3.164469925533018e-05,0.09459486997713025,-0.09456322527787492,-0.05453141008514576,0.002453913453831559,-0.021156,0.02819443798603343
150,World/coercive panoptic regime,0.0,0.9127693024107175,0.7,0.0,4.683949911454715,0.18,0.86,0.66,44.31609259075888,0.160812332008546,0.06478928891152845,0.007855114166533034,0.0,2.8088945645822145e-05,0.09469907987917861,-0.09467099093353279,-0.05460522077379566,0.0024572349348208045,-0.021156,0.028195961880437506
151,World/coercive panoptic regime,0.0,0.9152298612669814,0.7,0.0,4.712147392591491,0.18,0.86,0.66,44.440531664851285,0.160812332008546,0.06438507480241924,0.006863768971514694,0.0,2.4544014189859964e-05,0.09480325149166889,-0.09477870747747903,-0.054679085694752376,0.002460558856263857,-0.021156,0.028197481136775775
152,World/coercive panoptic regime,0.0,0.9176937465391586,0.7,0.0,4.740346388434521,0.18,0.86,0.66,44.56372634820277,0.160812332008546,0.06398493460747934,0.005875392797539514,0.0,2.1009699596865595e-05,0.09490738777005932,-0.09488637807046245,-0.05475300604838288,0.0024638852721772294,-0.021156,0.028198995843029914
153,World/coercive panoptic regime,0.0,0.920160960774935,0.7,0.0,4.7685468945200284,0.18,0.86,0.66,44.68568908472074,0.160812332008546,0.06358880861825895,0.004889929327083792,0.0,1.7485800482132388e-05,0.09501149161861516,-0.09499400581813303,-0.05482698301725365,0.002467214235776414,-0.021156,0.028200506085507657
154,World/coercive panoptic regime,0.0,0.9226315065744315,0.7,0.0,4.7967489064689115,0.18,0.86,0.66,44.80643219387353,0.160812332008546,0.06319663828311761,0.003907323308350391,0.0,1.3972119271863996e-05,0.09511556589167709,-0.09510159377240524,-0.05490101776658719,0.0024705457994964237,-0.021156,0.028202011948883488
155,World/coercive panoptic regime,0.0,0.9251053865894432,0.7,0.0,4.8249524199851495,0.18,0.86,0.66,44.925967871934795,0.160812332008546,0.06280836617936741,0.0029275205294800044,0.0,1.0468462110956958e-05,0.09521961339489272,-0.09520914493278176,-0.054975111444705196,0.002473880015011734,-0.021156,0.028203513516238163
156,World/coercive panoptic regime,0.0,0.9275826035226988,0.7,0.0,4.853157430854247,0.18,0.86,0.66,45.04430819321544,0.160812332008546,0.062423935986217045,0.0019504677935043846,0.0,6.974638773436459e-06,0.09532363688641292,-0.09531666224763949,-0.05504926518345912,0.0024772169332556607,-0.021156,0.0282050108690971
157,World/coercive panoptic regime,0.0,0.930063160127138,0.7,0.0,4.881363934941715,0.18,0.86,0.66,45.161465111283285,0.160812332008546,0.06204329245848979,0.0009761128940167507,0.0,3.4904625754566187e-06,0.0954276390780537,-0.09542414861547824,-0.05512348009864828,0.0024805566044391724,-0.021156,0.028206504087467662
158,World/coercive panoptic regime,0.0,0.9325470592052072,0.7,0.0,4.90957192819159,0.18,0.86,0.66,45.27745046017045,0.160812332008546,0.06166638140109,4.404591535722702e-06,0.0,1.5750290780760095e-08,0.09553162263642503,-0.09553160688613425,-0.05519775729042615,0.0024838990780691765,-0.021156,0.02820799324987538
159,World/coercive panoptic regime,0.0,0.9350333274565117,0.7,0.0,4.93777992819159,0.18,0.86,0.66,45.39227595556874,0.160812332008546,0.06129314964419294,0.0,0.0,0.0,0.09558440558454537,-0.09558440558454537,-0.055250405584545366,0.0024862682513045412,-0.021156,0.028208
